@relation bike_sharing_database

@attribute temperature real
@attribute humidity real
@attribute windspeed real
@attribute casual_users integer
@attribute registered_users integer
@attribute weathersit {clear, cloudy, rainy/snowy}

@data
21.32,77.00,0,14,52,cloudy
21.32,77.00,0,11,59,cloudy
21.32,77.00,6.0032,17,196,cloudy
21.32,77.00,7.0015,40,414,cloudy
21.32,77.00,11.0014,55,398,clear
20.5,82.00,0,25,306,clear
20.5,88.00,0,27,180,clear
21.32,77.00,0,17,140,cloudy
19.68,88.00,6.0032,23,112,cloudy
19.68,88.00,6.0032,3,72,cloudy
18.86,94.00,0,3,23,clear
18.86,94.00,0,2,9,clear
18.86,94.00,0,3,5,rainy/snowy
18.86,94.00,0,1,3,rainy/snowy
19.68,88.00,0,1,3,rainy/snowy
19.68,88.00,6.0032,1,14,rainy/snowy
20.5,82.00,0,4,42,rainy/snowy
18.86,94.00,6.0032,9,128,cloudy
19.68,88.00,12.998,12,304,rainy/snowy
20.5,82.00,11.0014,16,155,cloudy
20.5,88.00,12.998,10,52,rainy/snowy
20.5,88.00,8.9981,8,44,rainy/snowy
20.5,88.00,8.9981,8,45,rainy/snowy
20.5,88.00,11.0014,10,64,cloudy
21.32,83.00,0,16,76,cloudy
21.32,83.00,7.0015,12,95,cloudy
22.96,73.00,11.0014,14,193,cloudy
20.5,72.00,31.0009,31,291,cloudy
19.68,67.00,31.0009,14,226,cloudy
18.04,67.00,31.0009,19,200,cloudy
17.22,67.00,32.9975,11,171,clear
16.4,62.00,35.0008,13,119,clear
14.76,66.00,32.9975,14,97,clear
13.94,61.00,27.9993,8,60,clear
13.94,66.00,16.9979,4,40,clear
13.12,66.00,16.9979,7,9,clear
13.12,66.00,19.0012,1,3,clear
12.3,70.0,19.0012,4,4,clear
12.3,65.00,19.0012,5,5,clear
12.3,61.00,16.9979,0,25,cloudy
11.48,65.00,16.9979,1,74,clear
11.48,65.00,16.9979,6,199,clear
12.3,61.00,19.0012,13,361,clear
13.12,57.00,15.0013,19,210,clear
13.94,57.00,15.0013,28,102,clear
14.76,50.0,15.0013,40,128,clear
15.58,40.0,11.0014,46,167,cloudy
15.58,42.00,15.0013,43,185,cloudy
14.76,46.00,12.998,33,152,cloudy
14.76,43.00,16.9979,44,171,cloudy
14.76,46.00,11.0014,46,262,cloudy
14.76,50.0,8.9981,35,411,cloudy
14.76,53.00,11.0014,36,332,cloudy
14.76,50.0,8.9981,16,188,cloudy
13.94,61.00,15.0013,12,131,rainy/snowy
13.12,70.0,11.0014,5,69,rainy/snowy
12.3,75.00,19.0012,4,32,rainy/snowy
12.3,81.00,22.0028,8,31,rainy/snowy
11.48,87.00,19.9995,0,19,rainy/snowy
12.3,87.00,19.9995,0,18,rainy/snowy
12.3,87.00,19.9995,1,16,rainy/snowy
12.3,81.00,27.9993,0,8,rainy/snowy
12.3,81.00,27.9993,0,1,rainy/snowy
10.66,93.00,23.9994,0,1,rainy/snowy
10.66,87.00,23.9994,4,1,rainy/snowy
10.66,87.00,23.9994,1,6,rainy/snowy
11.48,87.00,23.9994,4,16,rainy/snowy
11.48,87.00,23.9994,1,19,rainy/snowy
10.66,93.00,22.0028,0,12,rainy/snowy
10.66,93.00,26.0027,1,26,rainy/snowy
9.84,87.00,32.9975,6,44,rainy/snowy
9.84,87.00,35.0008,0,30,rainy/snowy
9.84,87.00,30.0026,0,29,rainy/snowy
9.02,93.00,16.9979,3,38,rainy/snowy
9.02,93.00,22.0028,3,19,rainy/snowy
9.02,93.00,22.0028,3,28,rainy/snowy
9.02,93.00,22.0028,6,37,rainy/snowy
9.84,87.00,23.9994,3,36,clear
9.84,87.00,23.9994,7,40,clear
9.84,87.00,23.9994,1,49,clear
9.02,87.00,15.0013,10,44,clear
9.02,87.00,12.998,3,33,clear
9.02,87.00,15.0013,7,47,clear
9.02,87.00,16.9979,9,34,clear
9.02,87.00,19.0012,7,43,clear
9.84,75.00,23.9994,7,26,clear
9.02,80.0,22.0028,1,10,clear
9.84,75.00,19.9995,0,4,clear
9.84,75.00,16.9979,2,8,clear
9.84,75.00,0,7,15,clear
10.66,70.0,15.0013,20,60,clear
12.3,65.00,16.9979,55,92,clear
13.12,61.00,6.0032,53,125,clear
14.76,53.00,15.0013,58,182,clear
15.58,50.0,12.998,85,229,clear
16.4,43.00,15.0013,113,232,clear
17.22,38.00,12.998,91,209,clear
17.22,35.00,11.0014,88,202,clear
17.22,32.00,8.9981,107,213,clear
16.4,35.00,7.0015,54,191,clear
14.76,40.0,8.9981,51,162,clear
22.96,49.00,19.9995,28,125,clear
13.94,57.00,0,18,74,clear
13.12,66.00,0,4,75,clear
12.3,75.00,0,13,58,clear
10.66,87.00,0,7,30,clear
10.66,87.00,0,3,20,clear
10.66,81.00,0,5,8,clear
9.84,87.00,0,0,3,clear
9.84,87.00,7.0015,0,3,clear
9.84,87.00,0,1,5,clear
9.02,93.00,0,0,18,clear
9.84,87.00,0,4,82,clear
9.84,93.00,0,11,216,clear
11.48,87.00,0,17,355,cloudy
13.12,76.00,11.0014,14,197,cloudy
14.76,57.00,11.0014,18,87,cloudy
16.4,50.0,8.9981,31,97,clear
17.22,44.00,15.0013,30,140,clear
18.04,44.00,15.0013,24,128,cloudy
18.04,47.00,15.0013,22,119,cloudy
18.04,47.00,11.0014,27,141,clear
17.22,54.00,11.0014,30,242,clear
17.22,54.00,8.9981,44,442,clear
16.4,66.00,6.0032,30,392,clear
16.4,66.00,6.0032,12,226,clear
16.4,66.00,6.0032,18,154,clear
14.76,76.00,12.998,7,109,cloudy
14.76,76.00,12.998,8,77,cloudy
14.76,76.00,12.998,6,46,cloudy
14.76,87.00,11.0014,3,18,cloudy
14.76,81.00,8.9981,3,8,clear
14.76,81.00,11.0014,1,3,cloudy
14.76,81.00,8.9981,1,5,cloudy
13.94,81.00,15.0013,1,7,clear
13.12,81.00,12.998,0,18,clear
13.12,81.00,12.998,3,90,clear
13.94,76.00,12.998,8,246,clear
14.76,71.00,16.9979,17,402,clear
16.4,66.00,11.0014,16,206,clear
18.04,62.00,8.9981,21,114,clear
18.86,63.00,7.0015,16,101,clear
20.5,48.00,6.0032,23,153,clear
19.68,55.00,12.998,20,147,clear
20.5,48.00,16.9979,32,118,clear
20.5,45.00,8.9981,38,148,clear
19.68,44.00,11.0014,46,252,clear
18.04,54.00,11.0014,36,470,clear
17.22,58.00,7.0015,39,421,clear
17.22,58.00,6.0032,39,274,clear
16.4,71.00,0,18,191,clear
14.76,81.00,0,13,114,clear
14.76,81.00,0,5,91,clear
13.94,87.00,0,11,61,clear
13.12,87.00,0,0,19,clear
12.3,87.00,0,2,8,clear
12.3,87.00,0,0,2,clear
12.3,75.00,0,0,2,clear
12.3,87.00,0,0,4,clear
12.3,81.00,0,0,27,clear
12.3,81.00,0,1,91,clear
12.3,81.00,0,11,240,clear
13.12,87.00,0,20,452,clear
13.94,87.00,0,15,213,clear
16.4,71.00,6.0032,25,108,clear
17.22,71.00,8.9981,27,117,clear
18.86,55.00,11.0014,32,157,clear
19.68,48.00,11.0014,22,139,clear
20.5,45.00,11.0014,40,132,clear
19.68,51.00,11.0014,26,161,clear
19.68,51.00,7.0015,35,231,clear
18.04,62.00,12.998,30,523,clear
17.22,71.00,11.0014,31,448,clear
16.4,76.00,8.9981,25,257,clear
16.4,66.00,8.9981,5,177,clear
15.58,71.00,8.9981,13,155,clear
14.76,71.00,8.9981,7,99,clear
14.76,76.00,6.0032,3,54,clear
14.76,76.00,6.0032,3,28,clear
13.94,81.00,8.9981,3,12,clear
13.94,76.00,8.9981,2,5,clear
13.94,81.00,8.9981,1,4,clear
13.12,81.00,6.0032,1,3,clear
13.12,81.00,8.9981,1,27,clear
13.94,76.00,12.998,3,96,clear
13.12,81.00,6.0032,12,280,cloudy
13.94,81.00,6.0032,8,394,cloudy
14.76,81.00,12.998,9,155,cloudy
16.4,76.00,12.998,12,98,cloudy
18.04,67.00,12.998,12,108,clear
20.5,51.00,12.998,17,162,clear
21.32,48.00,16.9979,19,150,cloudy
21.32,52.00,11.0014,32,120,clear
21.32,52.00,11.0014,24,138,clear
21.32,48.00,12.998,33,234,clear
19.68,55.00,6.0032,33,465,clear
18.86,63.00,8.9981,24,409,clear
18.04,67.00,6.0032,18,234,clear
17.22,71.00,7.0015,11,198,clear
16.4,76.00,8.9981,4,140,clear
16.4,82.00,0,21,116,clear
16.4,82.00,6.0032,15,80,clear
16.4,82.00,0,11,32,cloudy
16.4,82.00,0,1,16,cloudy
16.4,76.00,0,2,8,cloudy
15.58,87.00,11.0014,1,7,cloudy
15.58,87.00,6.0032,1,6,cloudy
15.58,87.00,0,0,23,cloudy
15.58,87.00,6.0032,2,64,cloudy
16.4,86.00,15.0013,10,235,cloudy
16.4,87.00,23.9994,8,387,cloudy
17.22,71.00,31.0009,15,239,cloudy
17.22,71.00,22.0028,19,115,cloudy
18.04,67.00,30.0026,34,128,cloudy
19.68,55.00,32.9975,44,153,cloudy
18.04,51.00,27.9993,33,161,clear
18.04,47.00,19.9995,54,147,clear
18.86,44.00,26.0027,45,192,clear
18.86,36.00,26.0027,53,237,clear
17.22,38.00,23.9994,42,438,clear
17.22,32.00,31.0009,35,339,clear
16.4,37.00,23.9994,14,182,clear
14.76,43.00,19.0012,15,171,clear
13.94,46.00,16.9979,8,115,clear
13.94,46.00,22.0028,6,109,clear
13.12,49.00,22.0028,17,72,clear
13.12,45.00,23.9994,4,48,clear
13.12,45.00,19.9995,5,57,clear
12.3,52.00,22.0028,7,24,clear
12.3,52.00,19.9995,0,8,clear
11.48,56.00,22.0028,3,5,clear
10.66,60.0,22.0028,0,2,clear
10.66,60.0,16.9979,3,20,clear
10.66,60.0,19.0012,3,31,clear
11.48,56.00,22.0028,4,80,clear
12.3,56.00,19.9995,30,111,clear
13.12,53.00,16.9979,56,171,clear
14.76,46.00,7.0015,69,169,clear
14.76,46.00,11.0014,137,235,clear
16.4,37.00,7.0015,148,207,clear
17.22,35.00,8.9981,159,227,clear
16.4,37.00,12.998,141,202,clear
16.4,40.0,15.0013,128,207,clear
15.58,40.0,11.0014,100,234,clear
14.76,50.0,6.0032,52,185,clear
13.94,53.00,0,45,159,clear
13.12,66.00,0,29,136,clear
13.12,66.00,0,19,99,clear
12.3,65.00,0,10,72,clear
11.48,70.0,0,4,81,clear
11.48,75.00,0,10,65,clear
10.66,81.00,0,11,104,clear
10.66,81.00,0,6,23,clear
9.84,87.00,0,5,4,clear
9.84,87.00,0,0,6,clear
9.84,87.00,8.9981,0,5,clear
10.66,81.00,6.0032,5,11,clear
10.66,87.00,7.0015,4,24,clear
11.48,87.00,6.0032,19,71,cloudy
12.3,75.00,6.0032,36,134,cloudy
14.76,66.00,6.0032,76,186,clear
17.22,58.00,6.0032,104,216,clear
18.04,54.00,0,120,226,clear
18.86,51.00,11.0014,105,209,clear
18.86,55.00,12.998,101,219,clear
19.68,51.00,12.998,96,210,clear
18.86,55.00,15.0013,84,263,clear
18.04,62.00,11.0014,71,185,clear
17.22,71.00,7.0015,39,146,clear
15.58,76.00,12.998,21,130,clear
14.76,81.00,7.0015,16,100,clear
14.76,81.00,6.0032,11,77,clear
14.76,87.00,0,5,40,clear
13.94,87.00,6.0032,7,43,clear
13.94,87.00,0,1,14,clear
13.94,87.00,0,2,6,clear
13.12,93.00,0,0,2,clear
13.12,93.00,0,0,3,clear
13.12,93.00,0,2,4,clear
12.3,93.00,0,1,25,clear
11.48,93.00,0,2,97,cloudy
11.48,93.00,0,6,305,cloudy
12.3,100,6.0032,13,397,cloudy
13.94,100,8.9981,18,156,cloudy
14.76,93.00,8.9981,28,95,clear
17.22,77.00,7.0015,28,100,clear
18.86,67.00,0,21,158,clear
22.14,49.00,6.0032,32,157,clear
22.96,37.00,11.0014,30,115,clear
22.96,37.00,7.0015,38,132,clear
21.32,45.00,0,40,255,clear
20.5,45.00,11.0014,39,489,clear
18.86,59.00,7.0015,18,407,clear
18.86,59.00,0,20,280,clear
16.4,71.00,0,17,187,clear
15.58,82.00,7.0015,10,129,clear
14.76,81.00,6.0032,6,102,clear
14.76,87.00,6.0032,1,47,clear
13.94,87.00,6.0032,0,18,clear
13.12,93.00,7.0015,3,8,clear
13.12,87.00,0,0,1,clear
13.12,87.00,0,0,3,clear
12.3,87.00,0,0,4,clear
12.3,87.00,6.0032,1,17,clear
12.3,87.00,0,3,96,clear
12.3,87.00,7.0015,7,316,clear
13.12,93.00,7.0015,11,455,clear
14.76,87.00,0,14,177,clear
17.22,71.00,6.0032,25,104,clear
18.86,63.00,8.9981,21,126,clear
21.32,52.00,8.9981,28,175,clear
22.14,49.00,11.0014,31,165,clear
22.96,46.00,7.0015,32,129,clear
23.78,46.00,7.0015,33,155,clear
22.96,46.00,8.9981,39,250,clear
21.32,43.00,11.0014,40,459,clear
19.68,55.00,8.9981,30,432,clear
18.86,59.00,0,14,264,clear
16.4,76.00,0,12,169,clear
16.4,76.00,0,16,166,clear
14.76,87.00,0,13,95,clear
14.76,81.00,0,3,45,clear
14.76,87.00,0,0,13,clear
13.94,87.00,0,0,10,clear
13.12,93.00,0,0,5,clear
13.12,93.00,0,0,4,clear
13.12,87.00,0,0,4,clear
12.3,87.00,0,0,28,clear
12.3,87.00,0,0,98,clear
12.3,87.00,0,0,300,clear
13.12,93.00,0,19,437,clear
13.94,93.00,0,22,197,clear
16.4,76.00,7.0015,16,89,clear
18.86,67.00,11.0014,21,131,clear
20.5,51.00,11.0014,24,156,clear
20.5,51.00,11.0014,31,136,clear
21.32,48.00,11.0014,26,153,clear
21.32,45.00,15.0013,21,130,clear
21.32,48.00,12.998,24,257,clear
18.86,63.00,7.0015,27,458,clear
18.04,67.00,7.0015,21,387,clear
18.04,72.00,7.0015,12,292,clear
18.04,77.00,0,18,201,clear
16.4,87.00,0,9,152,clear
16.4,87.00,0,9,105,clear
15.58,87.00,0,5,61,clear
16.4,87.00,0,0,24,clear
16.4,87.00,0,1,10,cloudy
15.58,94.00,0,0,5,cloudy
15.58,94.00,6.0032,0,11,clear
15.58,94.00,6.0032,1,2,clear
14.76,100,8.9981,1,22,cloudy
14.76,100,8.9981,4,110,cloudy
15.58,94.00,11.0014,6,266,cloudy
16.4,94.00,6.0032,18,418,cloudy
17.22,94.00,7.0015,23,188,cloudy
18.04,88.00,15.0013,17,100,cloudy
18.86,67.00,26.0027,9,99,cloudy
17.22,67.00,23.9994,18,149,cloudy
14.76,81.00,23.9994,9,87,rainy/snowy
14.76,87.00,19.0012,6,58,rainy/snowy
14.76,81.00,19.9995,5,57,rainy/snowy
14.76,81.00,15.0013,6,67,rainy/snowy
14.76,81.00,15.0013,9,168,rainy/snowy
14.76,81.00,11.0014,10,263,cloudy
14.76,71.00,15.0013,19,192,cloudy
14.76,62.00,19.0012,8,160,cloudy
14.76,57.00,16.9979,6,130,clear
14.76,53.00,19.0012,5,84,clear
13.94,57.00,11.0014,9,73,cloudy
13.94,53.00,16.9979,10,56,clear
13.12,57.00,22.0028,3,16,clear
13.12,57.00,19.0012,1,10,clear
12.3,61.00,12.998,0,6,clear
12.3,61.00,12.998,0,8,clear
12.3,49.00,16.9979,0,13,clear
11.48,45.00,22.0028,0,46,clear
11.48,45.00,16.9979,5,116,clear
12.3,42.00,23.9994,9,249,clear
13.12,45.00,30.0026,15,186,clear
13.12,42.00,36.9974,38,162,clear
13.94,42.00,32.9975,20,150,clear
13.94,42.00,31.0009,41,198,clear
15.58,37.00,36.9974,57,179,clear
15.58,37.00,31.0009,64,183,clear
14.76,37.00,27.9993,29,187,clear
14.76,34.00,22.0028,49,189,clear
13.94,39.00,22.0028,24,286,clear
13.94,39.00,16.9979,23,185,clear
13.12,39.00,11.0014,17,182,clear
13.12,39.00,12.998,12,97,clear
12.3,45.00,11.0014,4,79,clear
13.12,39.00,12.998,13,78,clear
12.3,45.00,6.0032,6,67,clear
9.84,60.0,8.9981,12,52,clear
9.84,60.0,8.9981,9,45,clear
9.84,65.00,6.0032,7,39,clear
9.84,70.0,8.9981,4,13,clear
8.2,80.0,8.9981,0,7,clear
9.02,75.00,6.0032,1,3,clear
9.02,75.00,11.0014,0,7,clear
9.02,75.00,12.998,3,24,clear
10.66,70.0,12.998,14,87,clear
12.3,61.00,11.0014,18,142,clear
13.94,61.00,19.0012,62,170,clear
15.58,54.00,19.0012,102,213,clear
18.04,44.00,19.0012,142,224,clear
19.68,36.00,19.0012,128,225,clear
20.5,36.00,19.9995,191,244,clear
21.32,29.00,19.0012,165,221,clear
21.32,32.00,16.9979,137,224,clear
20.5,34.00,16.9979,92,193,clear
17.22,58.00,12.998,53,150,clear
17.22,50.0,16.9979,32,139,clear
17.22,50.0,19.0012,31,101,clear
17.22,47.00,19.0012,19,103,clear
17.22,47.00,16.9979,30,88,clear
16.4,58.00,11.0014,23,78,clear
16.4,58.00,12.998,12,61,cloudy
14.76,66.00,12.998,13,58,cloudy
14.76,57.00,7.0015,9,48,clear
14.76,62.00,8.9981,8,20,cloudy
14.76,62.00,8.9981,1,5,cloudy
13.94,61.00,11.0014,2,3,clear
13.94,66.00,8.9981,5,18,clear
13.94,66.00,15.0013,13,30,clear
13.94,66.00,6.0032,24,55,clear
16.4,54.00,19.0012,38,97,clear
18.04,44.00,22.0028,63,178,clear
18.86,40.0,27.9993,108,187,clear
21.32,29.00,27.9993,112,242,cloudy
21.32,29.00,27.9993,105,234,cloudy
22.14,28.00,32.9975,108,263,cloudy
20.5,42.00,22.0028,89,221,cloudy
22.14,28.00,26.0027,93,226,cloudy
21.32,27.00,22.0028,44,187,clear
21.32,27.00,22.0028,35,155,clear
20.5,29.00,23.9994,36,121,clear
20.5,31.00,23.9994,24,115,clear
19.68,36.00,16.9979,19,76,clear
19.68,41.00,26.0027,25,64,clear
18.86,51.00,19.9995,18,49,clear
18.86,59.00,19.0012,8,22,clear
18.86,63.00,19.9995,5,6,clear
18.86,63.00,23.9994,7,10,clear
18.04,67.00,19.0012,4,3,clear
18.04,67.00,15.0013,0,5,clear
18.04,67.00,16.9979,0,19,cloudy
18.04,72.00,15.0013,10,104,cloudy
18.04,72.00,16.9979,11,311,clear
18.86,67.00,12.998,27,425,cloudy
19.68,67.00,22.0028,29,204,cloudy
20.5,63.00,19.0012,26,85,cloudy
22.14,60.0,19.0012,22,106,cloudy
22.96,56.00,19.9995,36,166,clear
24.6,49.00,26.0027,50,153,clear
25.42,46.00,30.0026,47,138,clear
26.24,44.00,22.0028,53,142,clear
25.42,46.00,27.9993,51,264,clear
25.42,46.00,16.9979,55,464,clear
22.96,56.00,19.0012,29,460,clear
24.6,53.00,19.9995,28,274,clear
24.6,53.00,23.9994,30,210,clear
24.6,53.00,23.9994,37,176,clear
23.78,56.00,23.9994,17,96,clear
22.96,64.00,19.9995,13,48,clear
22.96,64.00,23.9994,7,15,clear
22.96,60.0,19.9995,5,5,clear
22.96,64.00,16.9979,7,8,clear
22.14,68.00,22.0028,0,4,cloudy
22.96,64.00,19.9995,1,6,clear
22.14,68.00,19.0012,2,26,clear
22.96,64.00,6.0032,4,104,cloudy
22.14,68.00,11.0014,21,298,cloudy
22.14,68.00,7.0015,27,453,cloudy
22.96,64.00,6.0032,26,174,cloudy
22.96,64.00,19.0012,23,115,cloudy
22.96,64.00,12.998,18,116,cloudy
22.14,68.00,0,28,148,cloudy
22.14,60.0,15.0013,21,132,rainy/snowy
22.14,60.0,19.0012,27,120,cloudy
22.14,60.0,8.9981,36,155,cloudy
21.32,68.00,8.9981,31,240,cloudy
20.5,72.00,12.998,29,422,cloudy
20.5,72.00,19.0012,27,414,cloudy
20.5,72.00,23.9994,27,259,cloudy
19.68,82.00,8.9981,26,212,cloudy
20.5,77.00,6.0032,23,145,cloudy
18.86,88.00,7.0015,19,109,cloudy
18.86,94.00,7.0015,14,66,cloudy
18.86,94.00,0,5,26,cloudy
18.86,94.00,6.0032,0,5,rainy/snowy
18.86,94.00,7.0015,4,6,cloudy
18.86,94.00,7.0015,2,3,cloudy
18.04,100,15.0013,1,3,cloudy
18.86,94.00,7.0015,0,13,rainy/snowy
18.86,94.00,6.0032,4,52,cloudy
18.86,94.00,0,7,130,rainy/snowy
18.86,94.00,0,9,223,rainy/snowy
18.86,94.00,0,5,77,rainy/snowy
18.86,94.00,0,4,32,rainy/snowy
18.86,94.00,6.0032,7,53,rainy/snowy
18.86,100,0,5,49,rainy/snowy
18.86,94.00,8.9981,6,52,rainy/snowy
18.86,100,8.9981,12,49,cloudy
19.68,94.00,7.0015,16,50,rainy/snowy
19.68,94.00,7.0015,13,110,rainy/snowy
19.68,88.00,12.998,17,216,cloudy
18.86,88.00,26.0027,13,176,rainy/snowy
18.86,88.00,26.0027,3,108,rainy/snowy
18.04,88.00,26.0027,5,94,rainy/snowy
18.04,88.00,19.0012,3,72,rainy/snowy
17.22,88.00,15.0013,1,45,rainy/snowy
17.22,88.00,8.9981,3,28,rainy/snowy
17.22,88.00,16.9979,2,22,cloudy
17.22,82.00,11.0014,0,5,cloudy
17.22,82.00,15.0013,0,5,cloudy
17.22,77.00,22.0028,0,3,cloudy
16.4,62.00,27.9993,1,3,cloudy
13.94,71.00,22.0028,1,21,rainy/snowy
14.76,57.00,15.0013,3,72,rainy/snowy
13.94,61.00,19.0012,4,164,rainy/snowy
13.94,61.00,19.9995,12,343,rainy/snowy
13.94,61.00,22.0028,14,184,cloudy
13.94,61.00,22.0028,7,74,cloudy
13.12,66.00,22.0028,4,93,rainy/snowy
13.94,53.00,19.9995,6,115,cloudy
13.94,49.00,30.0026,15,109,cloudy
13.94,49.00,26.0027,5,105,cloudy
13.94,49.00,30.0026,10,106,cloudy
13.12,39.00,27.9993,8,187,clear
13.12,42.00,26.0027,20,379,clear
13.12,39.00,12.998,9,298,clear
12.3,45.00,15.0013,7,210,clear
12.3,42.00,19.0012,7,162,clear
12.3,42.00,16.9979,3,113,clear
10.66,52.00,16.9979,1,83,clear
10.66,52.00,15.0013,0,58,clear
10.66,48.00,11.0014,2,28,clear
10.66,44.00,22.0028,0,10,clear
9.84,44.00,15.0013,2,8,clear
9.84,41.00,19.0012,0,2,clear
9.02,44.00,11.0014,0,5,clear
9.02,44.00,8.9981,0,22,clear
9.02,44.00,6.0032,1,70,clear
9.02,44.00,11.0014,5,211,clear
9.02,44.00,12.998,6,369,clear
10.66,41.00,12.998,6,207,clear
10.66,41.00,19.0012,10,105,clear
12.3,36.00,8.9981,18,122,clear
13.12,33.00,0,22,143,clear
13.94,31.00,15.0013,31,146,clear
13.94,31.00,8.9981,31,123,clear
13.94,29.00,8.9981,27,151,clear
13.94,29.00,8.9981,19,190,clear
13.12,31.00,8.9981,17,361,clear
12.3,36.00,11.0014,16,312,clear
11.48,41.00,11.0014,7,183,clear
11.48,48.00,12.998,8,129,clear
11.48,48.00,11.0014,3,108,clear
10.66,52.00,7.0015,9,88,clear
10.66,60.0,8.9981,5,54,clear
10.66,56.00,12.998,4,49,clear
10.66,52.00,19.9995,1,34,clear
9.84,56.00,11.0014,12,34,clear
10.66,48.00,16.9979,4,11,clear
10.66,48.00,22.0028,4,4,clear
9.84,56.00,16.9979,0,2,clear
9.84,60.0,22.0028,2,10,clear
9.84,60.0,16.9979,3,38,clear
10.66,56.00,16.9979,12,80,clear
11.48,52.00,19.9995,12,130,clear
13.12,45.00,16.9979,35,165,clear
14.76,40.0,0,50,183,clear
16.4,35.00,19.0012,93,218,clear
17.22,30.0,19.0012,118,245,clear
17.22,32.00,19.9995,121,228,clear
17.22,41.00,12.998,120,262,clear
17.22,38.00,19.9995,99,188,clear
16.4,40.0,12.998,61,171,clear
15.58,46.00,8.9981,36,172,clear
13.94,71.00,8.9981,33,149,cloudy
14.76,57.00,7.0015,48,115,cloudy
14.76,62.00,12.998,29,79,cloudy
15.58,62.00,11.0014,26,80,cloudy
15.58,62.00,15.0013,20,73,clear
15.58,66.00,11.0014,14,79,clear
16.4,62.00,16.9979,11,73,clear
16.4,62.00,19.0012,12,44,clear
16.4,66.00,19.0012,6,31,cloudy
16.4,71.00,19.0012,2,10,cloudy
17.22,67.00,19.0012,0,4,cloudy
17.22,67.00,16.9979,3,6,cloudy
17.22,67.00,15.0013,4,19,clear
17.22,71.00,19.0012,13,52,cloudy
18.04,72.00,11.0014,29,109,clear
18.04,72.00,7.0015,46,183,cloudy
20.5,63.00,7.0015,74,212,cloudy
20.5,63.00,8.9981,70,234,cloudy
22.14,60.0,12.998,84,285,cloudy
21.32,63.00,16.9979,113,250,clear
21.32,68.00,12.998,109,242,cloudy
21.32,63.00,8.9981,81,225,cloudy
21.32,63.00,12.998,35,168,cloudy
22.14,64.00,12.998,22,123,cloudy
20.5,72.00,7.0015,17,140,cloudy
21.32,68.00,7.0015,23,90,cloudy
19.68,77.00,6.0032,11,94,cloudy
18.86,88.00,6.0032,5,35,rainy/snowy
18.86,88.00,6.0032,3,25,rainy/snowy
18.86,94.00,0,4,13,cloudy
18.86,94.00,12.998,4,8,rainy/snowy
18.04,100,12.998,1,2,rainy/snowy
18.04,100,8.9981,0,4,rainy/snowy
18.04,100,8.9981,0,5,rainy/snowy
18.04,100,0,0,20,cloudy
17.22,100,0,0,76,cloudy
18.86,94.00,11.0014,17,229,cloudy
18.86,94.00,0,13,378,cloudy
19.68,94.00,7.0015,15,222,cloudy
21.32,83.00,0,25,110,cloudy
21.32,83.00,7.0015,16,112,cloudy
20.5,77.00,8.9981,24,138,cloudy
20.5,77.00,8.9981,13,121,cloudy
19.68,82.00,12.998,14,121,cloudy
18.04,94.00,15.0013,15,93,rainy/snowy
18.04,94.00,15.0013,13,95,rainy/snowy
17.22,94.00,19.9995,10,200,rainy/snowy
17.22,88.00,12.998,8,184,rainy/snowy
16.4,94.00,12.998,2,135,rainy/snowy
16.4,87.00,15.0013,5,75,rainy/snowy
16.4,87.00,11.0014,11,103,rainy/snowy
16.4,87.00,8.9981,6,72,rainy/snowy
16.4,87.00,11.0014,4,29,rainy/snowy
15.58,94.00,7.0015,0,14,rainy/snowy
16.4,94.00,8.9981,1,5,rainy/snowy
15.58,100,7.0015,2,4,rainy/snowy
15.58,100,7.0015,1,2,rainy/snowy
15.58,94.00,11.0014,0,7,rainy/snowy
15.58,94.00,11.0014,1,17,rainy/snowy
15.58,94.00,7.0015,1,63,cloudy
15.58,94.00,15.0013,2,119,rainy/snowy
15.58,94.00,15.0013,5,185,rainy/snowy
16.4,94.00,0,2,147,rainy/snowy
16.4,94.00,0,6,46,rainy/snowy
16.4,94.00,8.9981,4,28,rainy/snowy
16.4,100,6.0032,3,18,rainy/snowy
17.22,100,6.0032,4,22,rainy/snowy
17.22,100,6.0032,4,31,rainy/snowy
18.04,94.00,0,2,32,rainy/snowy
18.04,94.00,0,3,59,rainy/snowy
18.04,100,6.0032,4,161,rainy/snowy
18.04,100,0,0,148,rainy/snowy
18.86,94.00,7.0015,5,106,rainy/snowy
18.86,100,15.0013,6,121,cloudy
18.86,100,16.9979,4,86,cloudy
20.5,94.00,12.998,6,81,cloudy
19.68,94.00,16.9979,3,36,cloudy
19.68,94.00,16.9979,2,14,cloudy
19.68,94.00,19.9995,0,8,cloudy
20.5,94.00,23.9994,1,5,rainy/snowy
20.5,94.00,23.9994,1,2,rainy/snowy
21.32,88.00,23.9994,0,5,rainy/snowy
18.86,94.00,12.998,1,16,cloudy
18.04,100,0,1,68,cloudy
18.86,100,6.0032,2,154,cloudy
19.68,94.00,7.0015,7,316,cloudy
21.32,94.00,12.998,3,164,cloudy
21.32,94.00,12.998,6,70,cloudy
20.5,72.00,27.9993,9,107,cloudy
19.68,55.00,27.9993,9,151,clear
18.04,54.00,32.9975,12,162,cloudy
17.22,54.00,31.0009,13,200,clear
17.22,54.00,30.0026,13,194,cloudy
16.4,62.00,31.0009,4,169,cloudy
15.58,71.00,26.0027,7,156,rainy/snowy
